compound,driver_number,lap_end,lap_start,meeting_key,session_key,stint_number,tyre_age_at_start
MEDIUM,27,9,1,1233,9663,1,0
HARD,81,6,3,1233,9663,2,0
HARD,63,17,4,1233,9663,2,2
SOFT,55,10,5,1233,9663,2,3
SOFT,16,12,5,1233,9663,2,0
HARD,44,7,6,1233,9663,2,4
MEDIUM,23,14,7,1233,9663,2,5
MEDIUM,2,14,7,1233,9663,2,5
HARD,81,19,7,1233,9663,3,4
HARD,44,8,8,1233,9663,3,6
HARD,14,15,8,1233,9663,2,6
HARD,4,17,8,1233,9663,2,6
HARD,3,18,8,1233,9663,2,6
HARD,22,20,8,1233,9663,2,6
HARD,44,10,9,1233,9663,4,0
SOFT,10,16,9,1233,9663,2,7
MEDIUM,24,16,9,1233,9663,2,7
MEDIUM,20,17,9,1233,9663,2,0
MEDIUM,11,17,9,1233,9663,2,7
MEDIUM,77,17,9,1233,9663,2,7
SOFT,31,17,9,1233,9663,2,0
HARD,18,17,9,1233,9663,2,7
MEDIUM,1,18,9,1233,9663,2,7
MEDIUM,27,18,10,1233,9663,2,8
SOFT,55,20,11,1233,9663,3,9
HARD,44,21,11,1233,9663,5,9
SOFT,16,21,13,1233,9663,3,11
MEDIUM,2,15,15,1233,9663,3,0
MEDIUM,23,15,15,1233,9663,3,13
SOFT,23,20,16,1233,9663,4,0
SOFT,2,21,16,1233,9663,4,0
HARD,14,23,16,1233,9663,3,14
SOFT,10,22,17,1233,9663,3,15
SOFT,24,25,17,1233,9663,3,0
SOFT,4,19,18,1233,9663,3,0
SOFT,11,20,18,1233,9663,3,0
SOFT,18,22,18,1233,9663,3,0
HARD,63,22,18,1233,9663,3,16
SOFT,31,24,18,1233,9663,3,0
SOFT,20,24,18,1233,9663,3,0
SOFT,77,25,18,1233,9663,3,0
SOFT,1,21,19,1233,9663,3,0
SOFT,27,24,19,1233,9663,3,0
SOFT,3,26,19,1233,9663,3,0
SOFT,81,22,20,1233,9663,4,0
HARD,4,22,20,1233,9663,4,16
SOFT,11,25,21,1233,9663,4,3
SOFT,22,28,21,1233,9663,3,0
SOFT,2,24,22,1233,9663,5,0
HARD,44,25,22,1233,9663,6,0
SOFT,1,26,22,1233,9663,4,3
HARD,81,25,23,1233,9663,5,0
SOFT,11,3,1,1233,9664,1,0
SOFT,81,3,1,1233,9664,1,3
SOFT,2,3,1,1233,9664,1,0
SOFT,24,3,1,1233,9664,1,0
SOFT,23,3,1,1233,9664,1,0
SOFT,1,4,1,1233,9664,1,0
SOFT,31,4,1,1233,9664,1,7
SOFT,22,4,1,1233,9664,1,0
MEDIUM,55,4,1,1233,9664,1,6
SOFT,27,4,1,1233,9664,1,0
SOFT,4,4,1,1233,9664,1,0
SOFT,18,4,1,1233,9664,1,0
SOFT,20,4,1,1233,9664,1,0
SOFT,3,4,1,1233,9664,1,0
SOFT,10,4,1,1233,9664,1,0
SOFT,44,4,1,1233,9664,1,0
SOFT,14,4,1,1233,9664,1,0
SOFT,77,4,1,1233,9664,1,0
SOFT,16,6,1,1233,9664,1,0
SOFT,63,7,1,1233,9664,1,0
SOFT,2,6,4,1233,9664,2,0
SOFT,24,6,4,1233,9664,2,0
SOFT,23,6,4,1233,9664,2,0
SOFT,81,6,4,1233,9664,2,0
SOFT,11,8,4,1233,9664,2,2
SOFT,27,7,5,1233,9664,2,3
SOFT,10,7,5,1233,9664,2,0
SOFT,31,7,5,1233,9664,2,0
SOFT,22,7,5,1233,9664,2,0
SOFT,55,7,5,1233,9664,2,0
SOFT,4,7,5,1233,9664,2,0
SOFT,77,7,5,1233,9664,2,0
SOFT,20,7,5,1233,9664,2,0
SOFT,44,7,5,1233,9664,2,0
SOFT,3,7,5,1233,9664,2,0
SOFT,18,7,5,1233,9664,2,0
SOFT,1,7,5,1233,9664,2,3
SOFT,14,7,5,1233,9664,2,0
SOFT,2,8,7,1233,9664,3,0
SOFT,24,9,7,1233,9664,3,0
SOFT,23,9,7,1233,9664,3,0
SOFT,16,9,7,1233,9664,2,0
SOFT,81,9,7,1233,9664,3,0
SOFT,55,9,8,1233,9664,3,0
SOFT,27,10,8,1233,9664,3,0
SOFT,63,10,8,1233,9664,2,0
SOFT,10,10,8,1233,9664,3,0
SOFT,31,10,8,1233,9664,3,0
SOFT,22,10,8,1233,9664,3,0
SOFT,18,10,8,1233,9664,3,0
SOFT,3,10,8,1233,9664,3,0
SOFT,77,10,8,1233,9664,3,0
SOFT,4,10,8,1233,9664,3,0
SOFT,1,10,8,1233,9664,3,0
SOFT,14,10,8,1233,9664,3,0
SOFT,11,11,9,1233,9664,3,0
SOFT,81,11,10,1233,9664,4,0
SOFT,23,12,10,1233,9664,4,0
SOFT,16,12,10,1233,9664,3,3
SOFT,55,12,10,1233,9664,4,0
SOFT,63,12,11,1233,9664,3,0
SOFT,27,13,11,1233,9664,4,0
SOFT,31,13,11,1233,9664,4,0
SOFT,10,13,11,1233,9664,4,0
SOFT,1,13,11,1233,9664,4,0
SOFT,18,13,11,1233,9664,4,0
SOFT,3,13,11,1233,9664,4,0
SOFT,77,13,11,1233,9664,4,0
SOFT,14,13,11,1233,9664,4,0
SOFT,4,13,11,1233,9664,4,0
SOFT,11,14,12,1233,9664,4,0
SOFT,81,14,12,1233,9664,5,0
SOFT,63,15,13,1233,9664,4,0
SOFT,23,15,13,1233,9664,5,0
SOFT,16,15,13,1233,9664,4,0
SOFT,55,15,13,1233,9664,5,0
SOFT,10,16,14,1233,9664,5,0
SOFT,31,16,14,1233,9664,5,0
SOFT,27,16,14,1233,9664,5,0
SOFT,1,16,14,1233,9664,5,0
SOFT,77,16,14,1233,9664,5,0
SOFT,4,16,14,1233,9664,5,0
SOFT,14,16,14,1233,9664,5,0
SOFT,11,17,15,1233,9664,5,0
SOFT,81,17,15,1233,9664,6,0
SOFT,63,18,16,1233,9664,5,2
SOFT,16,18,16,1233,9664,5,0
SOFT,55,18,16,1233,9664,6,0
SOFT,27,19,17,1233,9664,6,3
SOFT,1,19,17,1233,9664,6,0
SOFT,11,20,18,1233,9664,6,0
SOFT,63,21,19,1233,9664,6,0
SOFT,16,21,19,1233,9664,6,0
SOFT,27,22,20,1233,9664,7,0
MEDIUM,44,4,1,1233,9668,1,0
MEDIUM,63,4,1,1233,9668,1,0
MEDIUM,23,4,1,1233,9668,1,0
MEDIUM,2,4,1,1233,9668,1,0
MEDIUM,1,5,1,1233,9668,1,0
MEDIUM,11,5,1,1233,9668,1,0
MEDIUM,18,6,1,1233,9668,1,0
MEDIUM,4,6,1,1233,9668,1,0
MEDIUM,20,7,1,1233,9668,1,0
MEDIUM,22,7,1,1233,9668,1,0
MEDIUM,55,7,1,1233,9668,1,0
MEDIUM,3,7,1,1233,9668,1,0
MEDIUM,10,7,1,1233,9668,1,0
MEDIUM,27,7,1,1233,9668,1,0
MEDIUM,14,7,1,1233,9668,1,0
MEDIUM,16,7,1,1233,9668,1,0
MEDIUM,31,7,1,1233,9668,1,0
MEDIUM,81,8,1,1233,9668,1,0
MEDIUM,77,8,1,1233,9668,1,0
MEDIUM,24,8,1,1233,9668,1,0
MEDIUM,23,7,5,1233,9668,2,3
MEDIUM,2,7,5,1233,9668,2,3
MEDIUM,63,7,5,1233,9668,2,3
MEDIUM,44,7,5,1233,9668,2,3
MEDIUM,1,8,6,1233,9668,2,0
MEDIUM,11,8,6,1233,9668,2,0
MEDIUM,4,9,7,1233,9668,2,0
MEDIUM,18,9,7,1233,9668,2,0
MEDIUM,20,10,8,1233,9668,2,0
MEDIUM,14,10,8,1233,9668,2,0
MEDIUM,27,10,8,1233,9668,2,0
MEDIUM,3,10,8,1233,9668,2,0
MEDIUM,55,11,8,1233,9668,2,0
MEDIUM,16,11,8,1233,9668,2,0
MEDIUM,63,11,8,1233,9668,3,0
MEDIUM,44,11,8,1233,9668,3,0
MEDIUM,81,11,9,1233,9668,2,0
MEDIUM,24,12,9,1233,9668,2,0
MEDIUM,77,12,9,1233,9668,2,0
INTERMEDIATE,1,13,9,1233,9668,3,0
INTERMEDIATE,11,13,9,1233,9668,3,0
INTERMEDIATE,4,14,10,1233,9668,3,0
MEDIUM,20,11,11,1233,9668,3,0
MEDIUM,27,11,11,1233,9668,3,3
INTERMEDIATE,14,15,11,1233,9668,3,0
INTERMEDIATE,16,12,12,1233,9668,3,0
INTERMEDIATE,44,12,12,1233,9668,4,0
INTERMEDIATE,81,16,12,1233,9668,3,0
INTERMEDIATE,55,16,12,1233,9668,3,0
INTERMEDIATE,16,16,13,1233,9668,4,0
INTERMEDIATE,44,16,13,1233,9668,5,0
INTERMEDIATE,24,17,13,1233,9668,3,0
INTERMEDIATE,77,17,13,1233,9668,3,0
MEDIUM,14,16,1,1233,9672,1,3
MEDIUM,1,20,1,1233,9672,1,3
SOFT,63,20,1,1233,9672,1,0
MEDIUM,23,20,1,1233,9672,1,6
MEDIUM,77,20,1,1233,9672,1,4
MEDIUM,2,20,1,1233,9672,1,6
MEDIUM,20,20,1,1233,9672,1,4
MEDIUM,27,20,1,1233,9672,1,4
MEDIUM,18,20,1,1233,9672,1,3
MEDIUM,4,20,1,1233,9672,1,0
MEDIUM,55,20,1,1233,9672,1,0
MEDIUM,3,20,1,1233,9672,1,3
MEDIUM,11,20,1,1233,9672,1,3
MEDIUM,16,20,1,1233,9672,1,4
MEDIUM,10,20,1,1233,9672,1,0
MEDIUM,22,20,1,1233,9672,1,0
MEDIUM,81,20,1,1233,9672,1,3
MEDIUM,24,20,1,1233,9672,1,4
MEDIUM,44,20,1,1233,9672,1,0
MEDIUM,31,20,1,1233,9672,1,0
MEDIUM,14,18,17,1233,9672,2,6
MEDIUM,24,8,1,1233,9673,1,0
SOFT,22,8,1,1233,9673,1,0
MEDIUM,27,8,1,1233,9673,1,0
MEDIUM,31,9,1,1233,9673,1,0
MEDIUM,77,9,1,1233,9673,1,0
MEDIUM,23,9,1,1233,9673,1,0
SOFT,18,9,1,1233,9673,1,0
SOFT,44,9,1,1233,9673,1,0
MEDIUM,63,11,1,1233,9673,1,0
MEDIUM,14,11,1,1233,9673,1,0
MEDIUM,10,11,1,1233,9673,1,0
SOFT,2,12,1,1233,9673,1,0
MEDIUM,11,13,1,1233,9673,1,0
MEDIUM,1,13,1,1233,9673,1,0
MEDIUM,3,14,1,1233,9673,1,0
MEDIUM,81,16,1,1233,9673,1,0
MEDIUM,55,17,1,1233,9673,1,0
HARD,20,17,1,1233,9673,1,0
MEDIUM,16,21,1,1233,9673,1,0
MEDIUM,4,22,1,1233,9673,1,0
HARD,27,23,9,1233,9673,2,0
MEDIUM,22,23,9,1233,9673,2,0
HARD,24,23,9,1233,9673,2,0
HARD,77,20,10,1233,9673,2,0
MEDIUM,18,21,10,1233,9673,2,0
MEDIUM,44,21,10,1233,9673,2,0
MEDIUM,23,23,10,1233,9673,2,0
HARD,31,23,10,1233,9673,2,0
HARD,14,23,12,1233,9673,2,0
MEDIUM,63,23,12,1233,9673,2,0
HARD,10,23,12,1233,9673,2,0
MEDIUM,2,24,13,1233,9673,2,0
HARD,1,23,14,1233,9673,2,0
HARD,11,23,14,1233,9673,2,0
MEDIUM,3,34,15,1233,9673,2,0
MEDIUM,81,24,17,1233,9673,2,1
HARD,20,27,18,1233,9673,2,0
HARD,55,57,18,1233,9673,2,0
HARD,18,26,22,1233,9673,3,0
HARD,16,57,22,1233,9673,2,0
HARD,44,57,22,1233,9673,3,0
HARD,4,57,23,1233,9673,2,0
HARD,22,27,24,1233,9673,3,0
HARD,10,38,24,1233,9673,3,0
HARD,24,40,24,1233,9673,3,0
SOFT,14,43,24,1233,9673,3,0
HARD,1,57,24,1233,9673,3,0
HARD,11,57,24,1233,9673,3,0
HARD,63,57,24,1233,9673,3,0
HARD,27,57,24,1233,9673,3,0
HARD,31,57,24,1233,9673,3,0
HARD,23,57,24,1233,9673,3,0
HARD,81,57,25,1233,9673,3,0
HARD,2,57,25,1233,9673,3,0
MEDIUM,18,35,27,1233,9673,4,0
MEDIUM,20,57,28,1233,9673,3,0
HARD,18,57,36,1233,9673,5,0
MEDIUM,10,57,39,1233,9673,4,0
SOFT,24,57,41,1233,9673,4,0
MEDIUM,14,57,44,1233,9673,4,0
HARD,4,2,1,1234,9497,1,0
MEDIUM,14,2,1,1234,9497,1,0
MEDIUM,18,2,1,1234,9497,1,0
HARD,2,3,1,1234,9497,1,0
HARD,16,4,1,1234,9497,1,0
MEDIUM,1,5,1,1234,9497,1,0
HARD,3,5,1,1234,9497,1,0
MEDIUM,11,5,1,1234,9497,1,0
HARD,22,5,1,1234,9497,1,0
HARD,27,5,1,1234,9497,1,0
MEDIUM,44,5,1,1234,9497,1,0
HARD,55,5,1,1234,9497,1,0
MEDIUM,63,5,1,1234,9497,1,0
HARD,10,6,1,1234,9497,1,0
HARD,20,6,1,1234,9497,1,0
HARD,23,6,1,1234,9497,1,0
MEDIUM,24,6,1,1234,9497,1,0
HARD,31,6,1,1234,9497,1,0
HARD,77,6,1,1234,9497,1,0
HARD,81,6,1,1234,9497,1,0
HARD,14,3,3,1234,9497,2,0
HARD,18,3,3,1234,9497,2,0
HARD,4,7,3,1234,9497,2,1
HARD,2,7,4,1234,9497,2,2
HARD,14,10,4,1234,9497,3,0
HARD,18,18,4,1234,9497,3,0
MEDIUM,11,8,6,1234,9497,2,4
MEDIUM,44,8,6,1234,9497,2,4
HARD,27,9,6,1234,9497,2,0
MEDIUM,63,10,6,1234,9497,2,4
HARD,22,11,6,1234,9497,2,4
HARD,55,17,6,1234,9497,2,4
MEDIUM,1,18,6,1234,9497,2,4
HARD,3,19,6,1234,9497,2,4
HARD,81,9,7,1234,9497,2,5
HARD,77,9,7,1234,9497,2,0
MEDIUM,24,14,7,1234,9497,2,0
HARD,23,14,7,1234,9497,2,5
HARD,31,17,7,1234,9497,2,5
HARD,10,19,7,1234,9497,2,5
HARD,20,20,7,1234,9497,2,5
HARD,2,15,8,1234,9497,3,6
HARD,4,17,8,1234,9497,3,6
MEDIUM,44,11,9,1234,9497,3,7
MEDIUM,11,18,9,1234,9497,3,7
HARD,81,14,10,1234,9497,3,8
HARD,77,14,10,1234,9497,3,0
HARD,27,19,10,1234,9497,3,0
MEDIUM,63,19,11,1234,9497,3,9
HARD,14,23,11,1234,9497,4,7
HARD,22,16,12,1234,9497,3,0
MEDIUM,44,19,12,1234,9497,4,10
HARD,81,20,15,1234,9497,4,13
SOFT,23,22,15,1234,9497,3,0
SOFT,77,24,15,1234,9497,4,0
SOFT,24,25,15,1234,9497,3,0
MEDIUM,2,21,16,1234,9497,4,0
HARD,22,17,17,1234,9497,4,15
HARD,22,18,18,1234,9497,5,0
SOFT,4,19,18,1234,9497,4,0
SOFT,55,20,18,1234,9497,3,0
SOFT,31,24,18,1234,9497,3,0
SOFT,1,21,19,1234,9497,3,0
SOFT,11,21,19,1234,9497,4,0
MEDIUM,22,26,19,1234,9497,6,0
SOFT,18,26,19,1234,9497,4,0
HARD,3,20,20,1234,9497,3,18
SOFT,63,22,20,1234,9497,4,0
SOFT,44,22,20,1234,9497,5,0
HARD,4,22,20,1234,9497,5,16
SOFT,27,26,20,1234,9497,4,0
SOFT,10,28,20,1234,9497,3,0
SOFT,55,25,21,1234,9497,4,3
SOFT,81,25,21,1234,9497,5,0
SOFT,20,27,21,1234,9497,3,0
MEDIUM,3,28,21,1234,9497,4,0
MEDIUM,2,24,22,1234,9497,5,6
MEDIUM,11,24,22,1234,9497,5,17
SOFT,1,26,22,1234,9497,4,3
HARD,23,25,23,1234,9497,4,13
MEDIUM,44,25,23,1234,9497,6,18
SOFT,63,27,23,1234,9497,5,0
SOFT,2,3,1,1234,9498,1,0
SOFT,1,4,1,1234,9498,1,3
SOFT,3,4,1,1234,9498,1,0
SOFT,4,4,1,1234,9498,1,2
SOFT,10,4,1,1234,9498,1,0
SOFT,11,4,1,1234,9498,1,3
SOFT,14,4,1,1234,9498,1,0
SOFT,16,4,1,1234,9498,1,2
SOFT,20,4,1,1234,9498,1,0
SOFT,24,4,1,1234,9498,1,0
SOFT,27,4,1,1234,9498,1,0
SOFT,31,4,1,1234,9498,1,0
SOFT,44,4,1,1234,9498,1,3
SOFT,55,4,1,1234,9498,1,8
SOFT,63,4,1,1234,9498,1,8
SOFT,77,4,1,1234,9498,1,0
SOFT,81,4,1,1234,9498,1,5
SOFT,18,7,1,1234,9498,1,0
SOFT,22,7,1,1234,9498,1,0
SOFT,23,7,1,1234,9498,1,0
SOFT,2,6,4,1234,9498,2,0
SOFT,27,7,5,1234,9498,2,3
SOFT,20,7,5,1234,9498,2,3
SOFT,14,7,5,1234,9498,2,0
SOFT,3,7,5,1234,9498,2,0
SOFT,10,7,5,1234,9498,2,0
SOFT,44,7,5,1234,9498,2,0
SOFT,31,7,5,1234,9498,2,0
SOFT,63,7,5,1234,9498,2,0
SOFT,24,7,5,1234,9498,2,0
SOFT,55,7,5,1234,9498,2,2
SOFT,16,7,5,1234,9498,2,0
SOFT,81,7,5,1234,9498,2,0
SOFT,11,7,5,1234,9498,2,0
SOFT,1,7,5,1234,9498,2,0
SOFT,77,7,5,1234,9498,2,0
SOFT,4,10,5,1234,9498,2,0
SOFT,2,9,7,1234,9498,3,0
SOFT,81,9,8,1234,9498,3,3
SOFT,16,10,8,1234,9498,3,0
SOFT,20,10,8,1234,9498,3,0
SOFT,27,10,8,1234,9498,3,0
SOFT,23,10,8,1234,9498,2,0
SOFT,31,10,8,1234,9498,3,0
SOFT,22,10,8,1234,9498,2,0
SOFT,3,10,8,1234,9498,3,0
SOFT,44,10,8,1234,9498,3,0
SOFT,63,10,8,1234,9498,3,0
SOFT,10,10,8,1234,9498,3,0
SOFT,14,10,8,1234,9498,3,3
SOFT,18,10,8,1234,9498,2,0
SOFT,55,10,8,1234,9498,3,5
SOFT,24,10,8,1234,9498,3,0
SOFT,11,10,8,1234,9498,3,0
SOFT,1,10,8,1234,9498,3,3
SOFT,81,12,10,1234,9498,4,0
SOFT,22,13,11,1234,9498,3,0
SOFT,18,13,11,1234,9498,3,0
SOFT,4,13,11,1234,9498,3,0
SOFT,44,13,11,1234,9498,4,0
SOFT,63,13,11,1234,9498,4,0
SOFT,16,13,11,1234,9498,4,0
SOFT,55,13,11,1234,9498,4,0
SOFT,14,13,11,1234,9498,4,0
SOFT,31,13,11,1234,9498,4,0
SOFT,10,13,11,1234,9498,4,0
SOFT,27,13,11,1234,9498,4,0
SOFT,23,13,11,1234,9498,3,0
SOFT,11,13,11,1234,9498,4,0
SOFT,1,13,11,1234,9498,4,0
SOFT,81,14,13,1234,9498,5,3
SOFT,22,16,14,1234,9498,4,0
SOFT,27,16,14,1234,9498,5,0
SOFT,14,16,14,1234,9498,5,0
SOFT,18,16,14,1234,9498,4,0
SOFT,16,16,14,1234,9498,5,0
SOFT,44,16,14,1234,9498,5,0
SOFT,55,16,14,1234,9498,5,0
SOFT,63,16,14,1234,9498,5,0
SOFT,31,16,14,1234,9498,5,0
SOFT,10,16,14,1234,9498,5,0
MEDIUM,4,16,14,1234,9498,4,3
SOFT,23,16,14,1234,9498,4,0
SOFT,11,16,14,1234,9498,5,0
SOFT,1,16,14,1234,9498,5,0
SOFT,81,17,15,1234,9498,6,0
SOFT,27,19,17,1234,9498,6,0
SOFT,22,19,17,1234,9498,5,0
SOFT,44,19,17,1234,9498,6,0
SOFT,63,19,17,1234,9498,6,0
MEDIUM,4,19,17,1234,9498,5,0
SOFT,16,19,17,1234,9498,6,0
SOFT,55,19,17,1234,9498,6,0
SOFT,11,19,17,1234,9498,6,0
SOFT,1,19,17,1234,9498,6,0
SOFT,81,20,18,1234,9498,7,0
SOFT,27,22,20,1234,9498,7,0
SOFT,22,22,20,1234,9498,6,0
SOFT,4,22,20,1234,9498,6,0
SOFT,16,22,20,1234,9498,7,0
SOFT,55,22,20,1234,9498,7,0
MEDIUM,44,22,20,1234,9498,7,0
MEDIUM,63,22,20,1234,9498,7,0
MEDIUM,63,4,1,1234,9502,1,0
MEDIUM,18,4,1,1234,9502,1,0
MEDIUM,11,4,1,1234,9502,1,0
MEDIUM,44,4,1,1234,9502,1,0
MEDIUM,3,4,1,1234,9502,1,0
MEDIUM,27,4,1,1234,9502,1,0
MEDIUM,14,4,1,1234,9502,1,0
MEDIUM,1,7,1,1234,9502,1,0
MEDIUM,22,7,1,1234,9502,1,0
MEDIUM,31,7,1,1234,9502,1,0
MEDIUM,10,7,1,1234,9502,1,0
MEDIUM,20,7,1,1234,9502,1,0
MEDIUM,23,7,1,1234,9502,1,0
MEDIUM,24,7,1,1234,9502,1,0
MEDIUM,4,7,1,1234,9502,1,0
MEDIUM,2,7,1,1234,9502,1,0
MEDIUM,81,8,1,1234,9502,1,0
MEDIUM,55,8,1,1234,9502,1,0
MEDIUM,77,8,1,1234,9502,1,0
MEDIUM,16,9,1,1234,9502,1,0
MEDIUM,3,7,5,1234,9502,2,3
MEDIUM,44,7,5,1234,9502,2,3
MEDIUM,27,7,5,1234,9502,2,3
MEDIUM,63,7,5,1234,9502,2,3
MEDIUM,18,7,5,1234,9502,2,3
MEDIUM,14,7,5,1234,9502,2,3
MEDIUM,11,7,5,1234,9502,2,0
MEDIUM,11,9,8,1234,9502,3,3
MEDIUM,27,10,8,1234,9502,3,0
MEDIUM,18,10,8,1234,9502,3,0
MEDIUM,3,10,8,1234,9502,3,0
MEDIUM,14,10,8,1234,9502,3,0
MEDIUM,44,10,8,1234,9502,3,0
MEDIUM,63,10,8,1234,9502,3,0
MEDIUM,4,10,8,1234,9502,2,0
MEDIUM,22,10,8,1234,9502,2,0
MEDIUM,1,10,8,1234,9502,2,0
MEDIUM,20,13,8,1234,9502,2,0
MEDIUM,31,13,8,1234,9502,2,0
MEDIUM,81,13,9,1234,9502,2,0
MEDIUM,55,14,9,1234,9502,2,0
SOFT,11,12,10,1234,9502,4,0
MEDIUM,16,15,10,1234,9502,2,0
MEDIUM,3,12,11,1234,9502,4,3
MEDIUM,14,12,11,1234,9502,4,3
MEDIUM,18,13,11,1234,9502,4,3
MEDIUM,27,13,11,1234,9502,4,3
MEDIUM,44,13,11,1234,9502,4,3
MEDIUM,63,13,11,1234,9502,4,3
SOFT,1,13,11,1234,9502,3,0
SOFT,4,13,11,1234,9502,3,0
SOFT,3,15,13,1234,9502,5,0
SOFT,14,15,13,1234,9502,5,0
SOFT,27,16,14,1234,9502,5,7
SOFT,18,16,14,1234,9502,5,8
SOFT,81,17,14,1234,9502,3,0
SOFT,55,17,15,1234,9502,3,0
SOFT,16,18,16,1234,9502,3,0
MEDIUM,1,1,1,1234,9506,1,3
MEDIUM,16,1,1,1234,9506,1,0
MEDIUM,11,1,1,1234,9506,1,3
MEDIUM,3,1,1,1234,9506,1,0
MEDIUM,55,1,1,1234,9506,1,0
MEDIUM,81,1,1,1234,9506,1,0
MEDIUM,14,1,1,1234,9506,1,5
MEDIUM,4,1,1,1234,9506,1,3
MEDIUM,27,1,1,1234,9506,1,6
MEDIUM,63,1,1,1234,9506,1,6
MEDIUM,44,1,1,1234,9506,1,6
MEDIUM,31,1,1,1234,9506,1,0
MEDIUM,20,1,1,1234,9506,1,6
SOFT,22,1,1,1234,9506,1,0
MEDIUM,10,1,1,1234,9506,1,0
MEDIUM,24,1,1,1234,9506,1,0
SOFT,2,1,1,1234,9506,1,0
MEDIUM,77,1,1,1234,9506,1,0
MEDIUM,23,1,1,1234,9506,1,0
MEDIUM,18,2,1,1234,9506,1,6
MEDIUM,1,2,2,1234,9506,2,4
MEDIUM,16,2,2,1234,9506,2,0
MEDIUM,3,2,2,1234,9506,2,1
MEDIUM,11,2,2,1234,9506,2,4
MEDIUM,55,2,2,1234,9506,2,1
MEDIUM,81,2,2,1234,9506,2,1
MEDIUM,27,2,2,1234,9506,2,0
MEDIUM,20,2,2,1234,9506,2,0
MEDIUM,44,2,2,1234,9506,2,7
SOFT,22,2,2,1234,9506,2,1
MEDIUM,10,2,2,1234,9506,2,0
MEDIUM,24,2,2,1234,9506,2,0
SOFT,2,2,2,1234,9506,2,0
MEDIUM,63,2,2,1234,9506,2,7
MEDIUM,77,2,2,1234,9506,2,1
MEDIUM,23,2,2,1234,9506,2,0
MEDIUM,31,2,2,1234,9506,2,1
MEDIUM,14,2,2,1234,9506,2,6
MEDIUM,14,18,3,1234,9506,3,7
MEDIUM,1,20,3,1234,9506,3,0
MEDIUM,16,20,3,1234,9506,3,2
MEDIUM,3,20,3,1234,9506,3,2
MEDIUM,11,20,3,1234,9506,3,5
MEDIUM,55,20,3,1234,9506,3,2
MEDIUM,81,20,3,1234,9506,3,2
MEDIUM,27,20,3,1234,9506,3,0
MEDIUM,20,20,3,1234,9506,3,0
MEDIUM,44,20,3,1234,9506,3,8
SOFT,22,20,3,1234,9506,3,2
MEDIUM,10,20,3,1234,9506,3,2
MEDIUM,63,20,3,1234,9506,3,8
MEDIUM,24,20,3,1234,9506,3,2
SOFT,2,20,3,1234,9506,3,0
MEDIUM,77,20,3,1234,9506,3,2
MEDIUM,31,20,3,1234,9506,3,2
MEDIUM,23,20,3,1234,9506,3,0
MEDIUM,14,20,19,1234,9506,4,23
MEDIUM,23,10,1,1234,9507,1,0
SOFT,77,10,1,1234,9507,1,0
MEDIUM,18,11,1,1234,9507,1,0
MEDIUM,2,11,1,1234,9507,1,0
MEDIUM,27,12,1,1234,9507,1,0
MEDIUM,10,12,1,1234,9507,1,0
MEDIUM,11,17,1,1234,9507,1,0
MEDIUM,16,19,1,1234,9507,1,0
MEDIUM,31,22,1,1234,9507,1,0
HARD,14,22,1,1234,9507,1,1
HARD,20,22,1,1234,9507,1,0
MEDIUM,1,23,1,1234,9507,1,0
MEDIUM,63,24,1,1234,9507,1,3
MEDIUM,55,27,1,1234,9507,1,0
MEDIUM,81,27,1,1234,9507,1,0
HARD,44,27,1,1234,9507,1,0
MEDIUM,22,28,1,1234,9507,1,0
MEDIUM,24,28,1,1234,9507,1,0
HARD,3,28,1,1234,9507,1,0
MEDIUM,4,29,1,1234,9507,1,0
HARD,77,28,11,1234,9507,2,0
HARD,23,53,11,1234,9507,2,0
HARD,18,28,12,1234,9507,2,1
HARD,2,28,12,1234,9507,2,0
HARD,27,28,13,1234,9507,2,0
HARD,10,58,13,1234,9507,2,0
HARD,11,28,18,1234,9507,2,0
HARD,16,58,20,1234,9507,2,0
MEDIUM,20,28,23,1234,9507,2,0
HARD,31,58,23,1234,9507,2,0
MEDIUM,14,58,23,1234,9507,2,1
HARD,1,58,24,1234,9507,2,0
HARD,63,58,25,1234,9507,2,0
MEDIUM,44,58,27,1234,9507,2,3
HARD,81,40,28,1234,9507,2,0
HARD,55,58,28,1234,9507,2,0
MEDIUM,20,31,29,1234,9507,3,0
MEDIUM,77,57,29,1234,9507,3,0
MEDIUM,11,58,29,1234,9507,3,5
HARD,22,58,29,1234,9507,2,0
SOFT,24,58,29,1234,9507,2,0
MEDIUM,3,58,29,1234,9507,2,5
MEDIUM,27,58,29,1234,9507,3,0
MEDIUM,18,58,29,1234,9507,3,0
HARD,4,58,30,1234,9507,2,0
MEDIUM,20,58,32,1234,9507,4,3
MEDIUM,81,58,41,1234,9507,3,6
SOFT,23,58,54,1234,9507,3,0
MEDIUM,3,0,1,1235,9508,1,0
MEDIUM,10,0,1,1235,9508,1,0
MEDIUM,16,0,1,1235,9508,1,0
MEDIUM,4,0,1,1235,9508,1,0
MEDIUM,22,0,1,1235,9508,1,0
MEDIUM,11,0,1,1235,9508,1,0
MEDIUM,23,0,1,1235,9508,1,0
MEDIUM,1,0,1,1235,9508,1,0
MEDIUM,2,0,1,1235,9508,1,0
MEDIUM,24,0,1,1235,9508,1,0
MEDIUM,14,0,1,1235,9508,1,0
MEDIUM,1,0,1,1235,9508,2,6
MEDIUM,10,0,1,1235,9508,2,13
